mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur
71	71	1123/4	1123/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1161						
71	71	281	281	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1162						
71	71	1125/4	1125/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1163						
71	71	563/2	563/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1164						
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1165						
71	71	282	282	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1166						
72	72	284	284	0.0	0	0	Chord	4/4	1	1	0	grace8after		1/4	1	1167						
72	72	284	284	0.0	0	0	Chord	4/4	1	1	0	grace4		1/4	1	1168						
72	72	284	284	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1169						
72	72	1145/4	1145/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1170						
72	72	573/2	573/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1171						
72	72	1147/4	1147/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1172						
72	72	287	287	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1173						
72	72	1149/4	1149/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1174						
72	72	575/2	575/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1175						
72	72	1151/4	1151/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1176						
72	72	1137/4	1137/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1177						
72	72	569/2	569/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1178						
72	72	1139/4	1139/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1179						
72	72	285	285	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1180						
72	72	1141/4	1141/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1181						
72	72	571/2	571/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1182						
72	72	1143/4	1143/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1183						
72	72	286	286	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1184						
73	73	288	288	0.0	0	0	Chord	4/4	1	1	0	grace8after		1/4	1	1185						
73	73	288	288	0.0	0	0	Chord	4/4	1	1	0	grace4		1/4	1	1186						
73	73	288	288	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1187						
73	73	1161/4	1161/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1188						
73	73	581/2	581/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1189						
73	73	1163/4	1163/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1190						
73	73	291	291	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1191						
73	73	1165/4	1165/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1192						
73	73	583/2	583/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1193						
73	73	1167/4	1167/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1194						
73	73	1153/4	1153/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1195						
73	73	577/2	577/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1196						
73	73	1155/4	1155/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1197						
73	73	289	289	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1198						
73	73	1157/4	1157/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1199						
73	73	579/2	579/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1200						
73	73	1159/4	1159/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1201						
73	73	290	290	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1202						
74	74	292	292	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1203						
74	74	1169/4	1169/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1204						
74	74	585/2	585/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1205						
74	74	1171/4	1171/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1206						
74	74	293	293	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1207						
74	74	1173/4	1173/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1208						
74	74	587/2	587/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1209						
74	74	1175/4	1175/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1210						
74	74	294	294	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1211						
74	74	1177/4	1177/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1212						
74	74	589/2	589/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1213						
74	74	1179/4	1179/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1214						
74	74	295	295	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1215						
74	74	1181/4	1181/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1216						
74	74	591/2	591/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1217						
74	74	1183/4	1183/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1218						
74	74	292	292	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1219						
74	74	585/2	585/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1220						
74	74	293	293	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1221						
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1222						
74	74	294	294	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1223						
74	74	589/2	589/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1224						
74	74	295	295	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1225						
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1226						
75	75	296	296	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1227						
75	75	1185/4	1185/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1228						
75	75	593/2	593/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1229						
75	75	1187/4	1187/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1230						
75	75	297	297	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1231						
75	75	1189/4	1189/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1232						
75	75	595/2	595/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1233						
75	75	1191/4	1191/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1234						
75	75	298	298	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1235						
75	75	1193/4	1193/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1236						
75	75	597/2	597/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1237						
75	75	1195/4	1195/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1238						
75	75	299	299	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1239						
75	75	1197/4	1197/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1240						
75	75	599/2	599/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1241						
75	75	1199/4	1199/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1242						
75	75	296	296	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1243						
75	75	297	297	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1244						
75	75	298	298	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1245						
75	75	299	299	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1246						
76	76	300	300	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1247						
76	76	1201/4	1201/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1248						
76	76	601/2	601/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1249						
76	76	1203/4	1203/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1250						
76	76	301	301	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1251						
76	76	1205/4	1205/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1252						
76	76	603/2	603/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1253						
76	76	1207/4	1207/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1254						
76	76	302	302	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1255						
76	76	1209/4	1209/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1256						
76	76	605/2	605/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1257						
76	76	1211/4	1211/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1258						
76	76	303	303	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1259						
76	76	1213/4	1213/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1260						
76	76	607/2	607/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1261						
76	76	1215/4	1215/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1262						
76	76	300	300	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1263						
76	76	301	301	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1264						
76	76	302	302	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1265						
76	76	303	303	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1266						
77	77	304	304	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1267						
77	77	1217/4	1217/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1268						
77	77	609/2	609/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1269						
77	77	1219/4	1219/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1270						
77	77	305	305	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1271						
77	77	1221/4	1221/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1272						
77	77	611/2	611/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1273						
77	77	1223/4	1223/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1274						
77	77	306	306	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1275						
77	77	1225/4	1225/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1276						
77	77	613/2	613/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1277						
77	77	1227/4	1227/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1278						
77	77	307	307	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1279						
77	77	1229/4	1229/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1280						
77	77	615/2	615/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1281						
77	77	1231/4	1231/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1282						
77	77	304	304	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1283						
78	78	308	308	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1284						
78	78	1233/4	1233/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1285						
78	78	617/2	617/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1286						
78	78	1235/4	1235/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1287						
78	78	309	309	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1288						
78	78	1237/4	1237/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1289						
78	78	619/2	619/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1290						
78	78	1239/4	1239/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1291						
78	78	310	310	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1292	ornamentTrill					
78	78	308	308	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	1293						
78	78	1233/4	1233/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1294						
78	78	617/2	617/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1295						
78	78	1235/4	1235/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1296						
78	78	309	309	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1297						
78	78	1237/4	1237/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1298						
78	78	619/2	619/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1299						
78	78	1239/4	1239/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1300						
78	78	310	310	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1301						
79	79	312	312	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1302	ornamentTrill					
79	79	1251/4	1251/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	1303						
79	79	2503/8	2503/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	1304						
79	79	313	313	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1305						
79	79	629/2	629/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1306						
79	79	315	315	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1307						
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1308						
79	79	312	312	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	1309						
79	79	314	314	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	1310						
80	80	316	316	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1311	ornamentTrill					
80	80	1267/4	1267/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	1312						
80	80	2535/8	2535/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	1313						
80	80	317	317	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1314						
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1315						
80	80	319	319	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1316						
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1317						
80	80	316	316	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	1318						
80	80	318	318	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	1319						
81	81	320	320	0.0	0	0	Chord	4/4	1	1	0	grace16		1/16	1	1320						
81	81	320	320	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1321						
81	81	641/2	641/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1322						
81	81	1283/4	1283/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1323						
81	81	321	321	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1324						
81	81	1285/4	1285/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1325						
81	81	643/2	643/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1326						
81	81	1287/4	1287/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1327						
81	81	322	322	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4		1/4	1	1328						
81	81	322	322	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1329	ornamentTrill					
81	81	320	320	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1330						
81	81	641/2	641/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1331						
81	81	321	321	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1332						
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1333						
81	81	322	322	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1334						
81	81	645/2	645/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1335						
81	81	323	323	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1336						
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1337						
82	82	324	324	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1338						
82	82	1297/4	1297/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	1339						
82	82	649/2	649/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1340						
82	82	1299/4	1299/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1341						
82	82	325	325	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1342						
82	82	1301/4	1301/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1343						
82	82	651/2	651/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1344						
82	82	1303/4	1303/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1345						
82	82	326	326	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	1346						
82	82	1305/4	1305/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	1347						
82	82	653/2	653/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	1348						
82	82	1307/4	1307/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	1349						
82	82	327	327	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1350						
82	82	1309/4	1309/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1351						
82	82	655/2	655/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1352						
82	82	1311/4	1311/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1353						
83	83	328	328	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1354	ornamentTrill					
83	83	1315/4	1315/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	1355						
83	83	2631/8	2631/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	1356						
83	83	329	329	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1357						
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1358						
83	83	331	331	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1359						
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1360						
83	83	328	328	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	1361						
83	83	330	330	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	1362						
84	84	332	332	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1363	ornamentTrill					
84	84	1331/4	1331/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	1364						
84	84	2663/8	2663/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	1365						
84	84	333	333	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1366						
84	84	669/2	669/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1367						
84	84	335	335	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1368						
84	84	671/2	671/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1369						
84	84	332	332	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	1370						
84	84	334	334	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	1371						
85	85	336	336	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1372						
85	85	1345/4	1345/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1373						
85	85	673/2	673/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1374						
85	85	1347/4	1347/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1375						
85	85	337	337	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1376						
85	85	1349/4	1349/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1377						
85	85	675/2	675/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1378						
85	85	1351/4	1351/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1379						
85	85	338	338	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1380						
85	85	339	339	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1381						
85	85	336	336	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	1382						
85	85	338	338	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1383						
85	85	677/2	677/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1384						
85	85	339	339	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1385						
85	85	679/2	679/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1386						
86	86	1361/4	1361/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1387						
86	86	681/2	681/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1388						
86	86	1363/4	1363/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1389						
86	86	341	341	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1390						
86	86	342	342	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1391						
86	86	1369/4	1369/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1392						
86	86	685/2	685/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1393						
86	86	1371/4	1371/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1394						
86	86	343	343	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1395						
86	86	340	340	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1396						
86	86	341	341	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1397						
86	86	1365/4	1365/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1398						
86	86	683/2	683/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1399						
86	86	1367/4	1367/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1400						
86	86	342	342	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1401						
86	86	343	343	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1402						
86	86	1373/4	1373/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1403						
86	86	687/2	687/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1404						
86	86	1375/4	1375/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1405						
87	87	344	344	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1406						
87	87	1377/4	1377/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1407						
87	87	689/2	689/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1408						
87	87	1379/4	1379/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1409						
87	87	345	345	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1410						
87	87	346	346	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1411						
87	87	1385/4	1385/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1412						
87	87	693/2	693/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1413						
87	87	1387/4	1387/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1414						
87	87	347	347	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1415						
87	87	344	344	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1416						
87	87	345	345	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1417						
87	87	1381/4	1381/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1418						
87	87	691/2	691/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1419						
87	87	1383/4	1383/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1420						
87	87	346	346	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1421						
87	87	347	347	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1422						
87	87	1389/4	1389/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1423						
87	87	695/2	695/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	1424						
87	87	1391/4	1391/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	1425						
88	88	348	348	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1426						
88	88	1393/4	1393/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1427						
88	88	697/2	697/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1428						
88	88	1395/4	1395/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1429						
88	88	349	349	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1430	ornamentTrill					
88	88	350	350	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1431						
88	88	1401/4	1401/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1432						
88	88	701/2	701/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1433						
88	88	1403/4	1403/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1434						
88	88	351	351	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1435	ornamentTrill					
88	88	348	348	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1436						
88	88	349	349	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	1437						
88	88	1397/4	1397/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	1438						
88	88	699/2	699/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	1439						
88	88	1399/4	1399/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	1440						
88	88	350	350	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1441						
88	88	351	351	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	1442						
88	88	1405/4	1405/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	1443						
